,time,X,Y,Z,marker,stad,Profit,TP,LP,Sum,TH
246,00:04.92,10.8359375,-135.0859375,-55.4650268555,Marker 0,梦,0,0,0,0,0.0
247,00:04.94,10.8515625,-135.0546875,-55.4877929688,Marker 0,梦,0,0,0,0,0.0
248,00:04.96,10.8984375,-135.03125,-55.5097045898,Marker 0,梦,0,0,0,0,0.0
249,00:04.98,10.9296875,-134.953125,-55.5485534668,Marker 0,梦,0,0,0,0,0.0
250,00:05.0,10.921875,-134.9453125,-55.5518493652,Marker 0,梦,0,0,0,0,0.0
251,00:05.2,10.8828125,-134.96875,-55.5253295898,Marker 0,梦,0,0,0,0,0.0
252,00:05.4,10.8046875,-135.0,-55.4761657715,Marker 0,梦,0,0,0,0,0.0
253,00:05.6,10.7421875,-134.9921875,-55.4307250977,Marker 0,梦,0,0,0,0,0.0
254,00:05.8,10.6875,-134.9765625,-55.3984375,Marker 0,梦,0,0,0,0,0.0
255,00:05.10,10.640625,-134.921875,-55.4020996094,Marker 0,梦,0,0,0,0,0.0
256,00:05.12,10.578125,-134.875,-55.4247741699,Marker 0,梦,0,0,0,0,0.0
257,00:05.14,10.5234375,-134.8515625,-55.4517211914,Marker 0,梦,0,0,0,0,0.0
258,00:05.16,10.4609375,-134.8046875,-55.4926452637,Marker 0,梦,0,0,0,0,0.0
259,00:05.18,10.4296875,-134.796875,-55.5202331543,Marker 0,梦,0,0,0,0,0.0
260,00:05.20,10.4140625,-134.84375,-55.5210571289,Marker 0,梦,0,0,0,0,0.0
261,00:05.22,10.421875,-134.9375,-55.509185791,Marker 0,梦,0,0,0,0,0.0
262,00:05.24,10.4453125,-135.03125,-55.4927368164,Marker 0,梦,0,0,0,0,0.0
263,00:05.26,10.4609375,-135.0625,-55.5103759766,Marker 0,梦,0,0,0,0,0.0
264,00:05.28,10.5078125,-135.140625,-55.5112304688,Marker 0,梦,0,0,0,0,0.0
265,00:05.30,10.5390625,-135.140625,-55.5377807617,Marker 0,梦,0,0,0,0,0.0
266,00:05.32,10.5390625,-135.171875,-55.5475769043,Marker 0,梦,0,0,0,0,0.0
267,00:05.34,10.5625,-135.2265625,-55.5394592285,Marker 0,梦,0,0,0,0,0.0
268,00:05.36,10.6015625,-135.2421875,-55.5354919434,Marker 0,梦,0,0,0,0,0.0
269,00:05.38,10.65625,-135.21875,-55.539855957,Marker 0,梦,0,0,0,0,0.0
270,00:05.40,10.7109375,-135.1875,-55.539642334,Marker 0,梦,0,0,0,0,0.0
271,00:05.42,10.7421875,-135.1875,-55.5265197754,Marker 0,梦,0,0,0,0,0.0
272,00:05.44,10.7578125,-135.1484375,-55.5219421387,Marker 0,梦,0,0,0,0,0.0
273,00:05.46,10.765625,-135.1171875,-55.5168762207,Marker 0,梦,0,0,0,0,0.0
274,00:05.48,10.7734375,-135.0859375,-55.5065612793,Marker 0,梦,0,0,0,0,0.0
275,00:05.50,10.78125,-135.0703125,-55.4920043945,Marker 0,梦,0,0,0,0,0.0
276,00:05.52,10.765625,-135.0546875,-55.4782714844,Marker 0,梦,0,0,0,0,0.0
277,00:05.54,10.75,-134.96875,-55.4870910645,Marker 0,梦,0,0,0,0,0.0
278,00:05.56,10.703125,-134.9375,-55.4828796387,Marker 0,梦,0,0,0,0,0.0
279,00:05.58,10.640625,-134.828125,-55.5057983398,Marker 0,梦,0,0,0,0,0.0
280,00:05.60,10.5703125,-134.765625,-55.515411377,Marker 0,梦,0,0,0,0,0.0
281,00:05.62,10.53125,-134.6875,-55.529510498,Marker 0,梦,0,0,0,0,0.0
